ReactionName;Reaction;ReferenceValue;Unit
37;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B38;2.79;kcal/mol
38;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B39;3.06;kcal/mol
39;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B40;3.10;kcal/mol
40;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B41;3.30;kcal/mol
41;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B42;3.15;kcal/mol
42;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B43;3.29;kcal/mol
43;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B44;3.59;kcal/mol
44;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B45;3.18;kcal/mol
45;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B46;3.18;kcal/mol
46;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B47;3.37;kcal/mol
47;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B48;3.45;kcal/mol
48;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B49;3.33;kcal/mol
49;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B50;3.33;kcal/mol
50;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B51;3.37;kcal/mol
51;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B52;3.61;kcal/mol
52;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B53;3.42;kcal/mol
53;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B54;3.15;kcal/mol
54;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B55;3.31;kcal/mol
55;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B56;3.45;kcal/mol
56;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B57;3.32;kcal/mol
57;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B58;3.57;kcal/mol
58;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B59;3.52;kcal/mol
59;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B60;3.50;kcal/mol
60;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B61;3.65;kcal/mol
61;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B62;3.78;kcal/mol
62;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B63;4.15;kcal/mol
63;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B64;4.31;kcal/mol
64;-1 BUT14DIOL_B1 + 1 BUT14DIOL_B65;4.70;kcal/mol
